#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         607    -3.36837     -3.3788 0.000880706
         608    -3.36332    -3.37878 0.000879626
         609    -3.36046    -3.37875 0.000878696
         610    -3.35998    -3.37872 0.000877793
         611    -3.35992    -3.37869 0.000876896
         612    -3.36091    -3.37866 0.000875943
         613    -3.36272    -3.37863   0.0008749
         614    -3.36507    -3.37861 0.000873754
         615    -3.36719    -3.37859 0.000872531
         616    -3.37142    -3.37858 0.000871192
         617    -3.37821    -3.37858  0.00086978
         618     -3.3873    -3.37859 0.000868487
         619    -3.39936    -3.37863 0.000867732
         620    -3.41042    -3.37868 0.000867846
         621    -3.42021    -3.37874 0.000869022
         622    -3.42437    -3.37882 0.000870715
         623     -3.4229    -3.37889 0.000872188
         624    -3.41605    -3.37895  0.00087282
         625     -3.4085      -3.379 0.000872704
         626    -3.39881    -3.37903 0.000871884
         627    -3.39235    -3.37905 0.000870752
         628    -3.38953    -3.37907 0.000869525
         629    -3.38851    -3.37908 0.000868272
         630    -3.38694    -3.37909 0.000866984
         631     -3.3842     -3.3791 0.000865648
         632    -3.38003     -3.3791 0.000864279
         633    -3.37496     -3.3791 0.000862939
         634    -3.36866    -3.37908 0.000861735
         635    -3.36569    -3.37906 0.000860636
         636    -3.36771    -3.37904 0.000859467
         637    -3.37328    -3.37903 0.000858166
         638    -3.38281    -3.37904 0.000856841
         639    -3.39113    -3.37906 0.000855709
         640    -3.39582    -3.37908 0.000854773
         641    -3.39621    -3.37911 0.000853857
         642    -3.39243    -3.37913 0.000852779
         643     -3.3897    -3.37915 0.000851611
         644    -3.38735    -3.37916 0.000850384
         645    -3.38622    -3.37917 0.000849136
         646    -3.38597    -3.37918 0.000847887
         647    -3.38535    -3.37919  0.00084663
         648    -3.37931    -3.37919 0.000845324
         649      -3.372    -3.37918 0.000844094
         650    -3.36319    -3.37915 0.000843154
         651    -3.35455    -3.37912 0.000842705
         652    -3.34872    -3.37907 0.000842701
         653     -3.3456    -3.37902 0.000842968
         654    -3.34795    -3.37897 0.000843016
         655    -3.35478    -3.37893 0.000842537
         656    -3.36043    -3.37891 0.000841725
         657    -3.36473    -3.37888  0.00084072
         658    -3.36621    -3.37887 0.000839663
