#        BLOCK:          R:        ACTUAL_GOFR:          GOFR_AVE:           ERROR: 
           2      3.296285e+00      1.002069e+00      9.957622e-01      4.459847e-03
           2      3.360918e+00      9.892299e-01      9.890814e-01      1.050140e-04
           2      3.425551e+00      9.966629e-01      9.960527e-01      4.314668e-04
           2      3.490184e+00      9.953188e-01      9.933894e-01      1.364274e-03
           2      3.554817e+00      9.980305e-01      9.940260e-01      2.831577e-03
           2      3.619450e+00      9.964747e-01      9.966029e-01      9.067147e-05
           2      3.684083e+00      9.913025e-01      9.927387e-01      1.015524e-03
           2      3.748716e+00      1.004032e+00      1.003673e+00      2.537335e-04
           2      3.813349e+00      1.001585e+00      9.969218e-01      3.297607e-03
           2      3.877982e+00      1.002732e+00      9.942476e-01      5.999420e-03
           2      3.942615e+00      9.916300e-01      9.913486e-01      1.989722e-04
           2      4.007249e+00      9.968572e-01      9.937134e-01      2.222956e-03
           2      4.071882e+00      9.932528e-01      9.871618e-01      4.306988e-03
           2      4.136515e+00      9.837761e-01      9.818148e-01      1.386854e-03
           2      4.201148e+00      9.866360e-01      9.944217e-01      5.505262e-03
           2      4.265781e+00      9.829686e-01      9.885040e-01      3.914070e-03
           2      4.330414e+00      9.865587e-01      9.868641e-01      2.159943e-04
           2      4.395047e+00      9.894867e-01      9.910454e-01      1.102132e-03
           2      4.459680e+00      9.850368e-01      9.842345e-01      5.672818e-04
           2      4.524313e+00      9.898392e-01      9.876594e-01      1.541319e-03
           2      4.588946e+00      9.877119e-01      9.887368e-01      7.247191e-04
           2      4.653579e+00      9.854076e-01      9.817370e-01      2.595519e-03
           2      4.718212e+00      9.907123e-01      9.876460e-01      2.168178e-03
           2      4.782845e+00      9.874629e-01      9.859387e-01      1.077780e-03
           2      4.847478e+00      9.874551e-01      9.904329e-01      2.105609e-03
           2      4.912111e+00      9.796401e-01      9.881222e-01      5.997790e-03
           2      4.976744e+00      9.942329e-01      9.939058e-01      2.313187e-04
           2      5.041377e+00      9.872296e-01      9.876281e-01      2.818285e-04
           2      5.106010e+00      9.901581e-01      9.871055e-01      2.158575e-03
           2      5.170643e+00      9.911046e-01      9.855963e-01      3.894915e-03
           2      5.235276e+00      9.766203e-01      9.820846e-01      3.863835e-03
           2      5.299909e+00      9.902404e-01      9.866158e-01      2.562966e-03
           2      5.364542e+00      9.864302e-01      9.886417e-01      1.563716e-03
           2      5.429175e+00      9.872689e-01      9.862369e-01      7.296808e-04
           2      5.493808e+00      9.844388e-01      9.827702e-01      1.179935e-03
           2      5.558442e+00      9.844804e-01      9.825437e-01      1.369447e-03
           2      5.623075e+00      9.848332e-01      9.898055e-01      3.515936e-03
