#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
         487      3.200000e-02      8.036140e-01      5.431264e-02
         488      2.880000e-01      8.025574e-01      5.421162e-02
         489      3.200000e-02      8.009816e-01      5.412366e-02
         490      3.200000e-02      7.994122e-01      5.403595e-02
         491      2.048000e+00      8.019552e-01      5.398570e-02
         492      1.280000e-01      8.005854e-01      5.389335e-02
         493      2.048000e+00      8.031156e-01      5.384339e-02
         494      3.200000e-02      8.015547e-01      5.375702e-02
         495      2.880000e-01      8.005172e-01      5.365843e-02
         496      3.200000e+00      8.053548e-01      5.376788e-02
         497      4.608000e+00      8.130060e-01      5.420135e-02
         498      3.200000e+00      8.177992e-01      5.430403e-02
         499      0.000000e+00      8.161603e-01      5.421993e-02
         500      3.200000e-02      8.145920e-01      5.413417e-02
         501      1.280000e-01      8.132216e-01      5.404346e-02
         502      5.120000e-01      8.126215e-01      5.393913e-02
         503      3.200000e-02      8.110696e-01      5.385422e-02
         504      1.568000e+00      8.125714e-01      5.376830e-02
         505      1.152000e+00      8.132436e-01      5.366603e-02
         506      5.120000e-01      8.126482e-01      5.356327e-02
         507      8.000000e-01      8.126233e-01      5.345763e-02
         508      5.120000e-01      8.120315e-01      5.335568e-02
         509      2.880000e-01      8.110020e-01      5.326078e-02
         510      3.200000e-02      8.094745e-01      5.317825e-02
         511      3.200000e-02      8.079530e-01      5.309594e-02
         512      5.120000e-01      8.073750e-01      5.299539e-02
